499;66;1.8313985985539498;8.776679183409538
226;95;1.769201730668192;5.204434447359646
678;99;1.8345978625223298;8.096861845702815
737;99;1.3811194922660845;8.470941827683445
724;33;0.6271003774071313;8.146914501404492
692;18;1.098766713490633;6.3298221808184625
980;37;2.1529631556352835;5.3329872769381295
835;95;2.0334392918582047;7.865957991416508
828;58;1.8664379604828178;8.660075432248302
948;64;2.196784646638339;5.3393982194147425
604;47;1.7663493335853884;5.834652309405444
808;37;1.956320909752112;7.581100675903766
711;43;0.2734205422633838;8.65021698903789
997;49;2.1206176379703994;6.54764892245036
761;80;2.0919580624368717;5.336615045642117
594;43;1.18512439796841;5.088346290329012
784;22;1.2462568669681162;9.6697327693235
982;82;1.376694315873891;9.938452605845765
875;43;1.6099805380003436;8.61691721959679
932;94;0.5502227978909211;5.529038802453262
867;22;1.8328361490541132;9.55521868979714
832;34;0.9438493157636487;9.366193664076107
877;38;2.0168262608240304;5.924427705094329
979;78;1.984224578355729;5.303875127161185
739;81;1.7478742488912256;9.261457774512241
824;88;1.8390945845000721;9.831864414402737
550;95;1.7292736130891158;7.529002900439357
616;52;1.0060473155429017;5.200671393262172
736;56;0.7214929008809663;9.7262459954147
683;48;1.1747758765976102;8.681369424659335
777;43;0.45272503599344366;9.674793068775514
341;14;0.837520689197671;9.852896581834301
857;62;1.5333166084552095;9.554110152193033
628;91;1.532669166334073;9.30275116040065
734;73;0.9102199122629222;6.743895414883006
989;82;1.31132178477565;9.188526325854728
697;70;0.9550458807125319;9.79583150244941
664;80;2.1148097413303306;9.687608926713736
752;89;0.45623589462517283;7.515283167125917
979;81;1.5741749818088888;5.461685362959437
528;38;2.037540904944614;7.067813641733275
664;92;2.0338249418629233;6.416512369335978
935;75;1.5686746519710313;6.131875827422116
520;70;1.6783221922731186;8.63716378434231
322;59;1.1298022109581183;8.563598013890585
869;60;2.15337142346548;6.682317269794378
666;88;2.029081495370229;6.481891490561102
724;22;1.6729822612825573;6.484576290461561
942;24;1.2326481083220089;8.41196449549837
422;44;1.4894033869338517;9.258782898917108
864;63;1.8679858536222822;8.859018762399932
639;42;0.9842878709733041;6.726875552368004
977;85;1.5053932398507528;5.122918315643414
307;23;1.5199585455240037;9.448591049951299
635;51;2.0635130505449895;8.174709706145869
896;80;1.1559726022976202;5.646281363600853
877;22;1.3983682590168123;9.070799564052347
609;59;1.321305601904207;6.185046289468725
776;29;1.8518522984291037;9.96593818777468
506;61;0.663260770031213;8.620772083366036
801;99;1.4059491091434513;5.973427786796771
968;61;0.9274616488845648;7.003993500915973
481;62;2.0536741829890772;8.774436428986164
503;14;0.2506564742438176;9.887025404650398
939;72;0.8365538187489376;9.210770228507428
941;63;1.437265439899017;6.7939495352829375
534;86;1.935291162015794;7.978569141013476
691;72;1.6693566179971053;6.897646146885122
933;81;1.892972128545517;5.546519211644112
388;47;1.7776142084852666;6.228996815458043
904;82;1.6484092816183251;7.074394576165021
824;88;1.970573689214061;8.635850563773255
817;75;1.377084535601491;6.437155962166974
775;83;1.7559719624041064;7.792136508980364
780;73;1.0422873346601653;7.639335865538418
548;71;0.9483607563912788;5.410561857545224
706;59;1.2693488444832122;7.206152481411644
502;74;1.5511433117863516;5.594573076093663
564;72;1.2826253500502165;9.463084022211614
975;83;2.1088636659923723;5.132541008657156
711;70;1.823683599386931;6.708497123883383
505;51;1.907515105568433;8.954719901575391
868;46;1.0972304356795892;6.553723039910226
694;95;1.9600051699938221;8.254099879887526
976;21;1.6075351895059464;9.165429205817983
766;48;1.6271423768155684;7.409029194975508
911;44;1.4848314288816407;7.078360868987746
569;75;1.4690085096835;6.229276814159886
479;59;1.3945481606692247;8.149168532467577
760;34;1.6720168748741222;9.931884287282678
960;24;1.2829319091627254;6.255613926956892
856;42;1.9047350431077859;9.579703156963664
621;66;1.8623160074994733;7.79172190714781
570;44;1.9492497025518083;9.205415358884498
736;80;2.0523202432808927;8.655164103437194
757;76;0.42783178610602174;8.4375467144196
797;86;0.7221690433346604;7.044709784089358
610;40;1.5484125079193873;8.32758770239689
703;53;1.245055943340026;7.66560882513491
936;64;2.105761562206192;5.706965059190217
844;96;1.8717552841530118;5.178152649874444
698;74;1.7879754955919736;6.477020866798043
651;59;0.9436607867784106;8.113496356656542
795;49;1.460588435124433;8.145500879171589
620;64;1.7396746572886967;7.714667561641345
971;34;1.9951091250819337;8.781705910411866
774;36;1.4731132591956824;9.308631194255714
